op_id,machine_id,process_time
J16_O6,M13,500.19
J16_O6,M14,482.5
J16_O6,M15,494.2
J16_O6,M16,474.28
J16_O6,M17,498.52
J16_O6,M18,505.96
J16_O6,M19,451.71
J16_O6,M20,506.63
J16_O6,M21,483.22
J16_O6,M22,507.57
J16_O6,M23,474.5
J16_O6,M24,470.32
J16_O6,M25,513.2
J16_O6,M26,460.09
J16_O6,M27,507.54
J16_O6,M28,478.72
J16_O6,M29,481.13
J16_O6,M30,464.68
J16_O7,M58,150.73
J16_O7,M59,148.25
J16_O7,M60,145.39
J16_O8,M35,445.44
J16_O8,M36,440.13
J16_O8,M37,459.57
J16_O8,M38,459.31
J16_O8,M39,447.9
J16_O8,M40,454.57
J16_O8,M41,446.92
J16_O8,M42,453.42
J16_O8,M43,456.11
J16_O8,M44,458.94
J16_O8,M45,448.0
J16_O8,M46,455.67
J16_O8,M47,445.32
J16_O8,M48,459.81
J16_O8,M49,440.52
J16_O9,M1,488.28
J16_O9,M2,492.76
J16_O9,M3,495.04
J16_O9,M4,449.63
J16_O9,M5,515.08
J16_O9,M6,454.49
J16_O9,M7,489.82
J16_O9,M8,457.81
J16_O9,M9,464.58
J16_O9,M10,483.72
J16_O9,M11,473.38
J16_O9,M12,452.82
J16_O9,M13,453.67
J16_O9,M14,473.45
J16_O9,M15,500.58
J16_O9,M16,511.84
J16_O9,M17,446.73
J16_O9,M18,471.45
J16_O9,M19,448.02
J16_O9,M20,441.33
J16_O9,M21,492.94
J16_O9,M22,488.2
J16_O9,M23,453.04
J16_O9,M24,458.71
J16_O9,M25,441.9
J16_O9,M26,506.8
J16_O9,M27,517.98
J16_O9,M28,450.84
J16_O9,M29,458.52
J16_O9,M30,509.47
J16_O10,M50,371.32
J16_O10,M51,345.98
J16_O10,M52,327.53
J16_O10,M53,326.97
J16_O10,M54,353.7
J16_O10,M55,344.64
J16_O10,M56,326.43
J16_O10,M57,354.16
J16_O11,M1,440.9
J16_O11,M2,502.99
J16_O11,M3,464.51
J16_O11,M4,443.22
J16_O11,M5,487.07
J16_O11,M6,471.81
J16_O11,M7,517.9
J16_O11,M8,483.54
J16_O11,M9,462.02
J16_O11,M10,496.76
J16_O11,M11,461.72
J16_O11,M12,512.34
J16_O11,M13,469.98
J16_O11,M14,483.99
J16_O11,M15,444.05
J16_O11,M16,474.09
J16_O11,M17,506.59
J16_O11,M18,504.45
J16_O11,M19,457.95
J16_O11,M20,458.09
J16_O11,M21,505.38
J16_O11,M22,514.43
J16_O11,M23,447.63
J16_O11,M24,476.0
J16_O11,M25,467.0
J16_O11,M26,509.66
J16_O11,M27,446.68
J16_O11,M28,456.89
J16_O11,M29,500.2
J16_O11,M30,444.1
J16_O12,M31,179.85
J16_O12,M32,178.84
J16_O12,M33,176.69
J16_O12,M34,177.89
J16_O13,M1,482.4
J16_O13,M2,452.91
J16_O13,M3,485.76
J16_O13,M4,504.43
J16_O13,M5,500.81
J16_O13,M6,452.31
J16_O13,M7,451.94
J16_O13,M8,461.45
J16_O13,M9,468.89
J16_O13,M10,472.68
J16_O13,M11,494.38
J16_O13,M12,444.53
J16_O13,M13,442.77
J16_O13,M14,471.35
J16_O13,M15,495.77
J16_O13,M16,455.47
J16_O13,M17,491.32
J16_O13,M18,460.79
J16_O13,M19,510.89
J16_O13,M20,511.66
J16_O13,M21,463.78
J16_O13,M22,458.4
J16_O13,M23,472.9
J16_O13,M24,459.24
J16_O13,M25,493.79
J16_O13,M26,506.09
J16_O13,M27,493.85
J16_O13,M28,505.95
J16_O13,M29,471.76
J16_O13,M30,452.51
J16_O14,M31,184.76
J16_O14,M32,177.21
J16_O14,M33,183.43
J16_O14,M34,175.41
J17_O1,M35,441.62
J17_O1,M36,459.85
J17_O1,M37,443.12
J17_O1,M38,459.77
J17_O1,M39,459.55
J17_O1,M40,455.88
J17_O1,M41,453.19
J17_O1,M42,451.56
J17_O1,M43,457.32
J17_O1,M44,445.79
J17_O1,M45,449.35
J17_O1,M46,452.39
J17_O1,M47,448.22
J17_O1,M48,448.55
J17_O1,M49,446.61
J17_O2,M1,485.14
J17_O2,M2,508.05
J17_O2,M3,456.12
J17_O2,M4,514.75
J17_O2,M5,495.13
J17_O2,M6,505.86
J17_O2,M7,484.5
J17_O2,M8,502.36
J17_O2,M9,441.3
J17_O2,M10,505.47
J17_O2,M11,443.21
J17_O2,M12,511.19
J17_O2,M13,519.36
J17_O2,M14,463.53
J17_O2,M15,456.83
J17_O2,M16,501.23
J17_O2,M17,460.24
J17_O2,M18,509.24
J17_O2,M19,448.23
J17_O2,M20,450.08
J17_O2,M21,518.33
J17_O2,M22,493.91
J17_O2,M23,507.75
J17_O2,M24,465.95
J17_O2,M25,494.12
J17_O2,M26,487.54
J17_O2,M27,488.25
J17_O2,M28,494.6
J17_O2,M29,486.03
J17_O2,M30,474.32
J17_O3,M35,445.52
J17_O3,M36,455.37
J17_O3,M37,444.53
J17_O3,M38,453.85
J17_O3,M39,444.67
J17_O3,M40,452.51
J17_O3,M41,454.94
J17_O3,M42,444.37
J17_O3,M43,441.2
J17_O3,M44,442.62
J17_O3,M45,452.12
J17_O3,M46,456.99
J17_O3,M47,440.9
J17_O3,M48,454.68
J17_O3,M49,446.83
J17_O4,M1,478.28
J17_O4,M2,514.31
J17_O4,M3,466.56
J17_O4,M4,477.23
J17_O4,M5,441.09
J17_O4,M6,446.53
J17_O4,M7,460.69
J17_O4,M8,442.23
J17_O4,M9,490.51
J17_O4,M10,474.11
J17_O4,M11,483.85
J17_O4,M12,453.97
J17_O4,M13,463.67
J17_O4,M14,493.11
J17_O4,M15,517.22
J17_O4,M16,444.03
J17_O4,M17,511.23
J17_O4,M18,486.15
J17_O4,M19,485.11
J17_O4,M20,480.02
J17_O4,M21,445.55
J17_O4,M22,447.19
J17_O4,M23,488.07
J17_O4,M24,467.28
J17_O4,M25,513.38
J17_O4,M26,472.53
J17_O4,M27,451.46
J17_O4,M28,497.18
J17_O4,M29,463.47
J17_O4,M30,482.04
J17_O5,M50,359.89
J17_O5,M51,370.01
J17_O5,M52,364.61
J17_O5,M53,358.82
J17_O5,M54,358.98
J17_O5,M55,372.3
J17_O5,M56,339.79
J17_O5,M57,325.06
J17_O6,M1,461.76
J17_O6,M2,457.43
J17_O6,M3,492.95
J17_O6,M4,490.7
J17_O6,M5,487.48
J17_O6,M6,441.3
J17_O6,M7,498.3
J17_O6,M8,465.88
J17_O6,M9,493.2
J17_O6,M10,484.53
J17_O6,M11,467.42
J17_O6,M12,450.77
J17_O6,M13,447.55
J17_O6,M14,506.52
J17_O6,M15,513.47
J17_O6,M16,491.98
J17_O6,M17,448.27
J17_O6,M18,472.16
J17_O6,M19,498.32
J17_O6,M20,502.39
J17_O6,M21,449.46
J17_O6,M22,440.0
J17_O6,M23,496.97
J17_O6,M24,468.53
J17_O6,M25,460.36
J17_O6,M26,441.03
J17_O6,M27,483.22
J17_O6,M28,508.09
J17_O6,M29,516.61
J17_O6,M30,485.26
J17_O7,M58,150.14
J17_O7,M59,145.85
J17_O7,M60,150.49
J17_O8,M35,447.6
J17_O8,M36,452.14
J17_O8,M37,447.77
J17_O8,M38,444.81
J17_O8,M39,441.9
J17_O8,M40,446.3
J17_O8,M41,441.93
J17_O8,M42,443.54
J17_O8,M43,459.75
J17_O8,M44,448.88
J17_O8,M45,450.64
J17_O8,M46,457.47
J17_O8,M47,459.91
J17_O8,M48,451.65
J17_O8,M49,456.25
J17_O9,M1,466.16
J17_O9,M2,464.46
J17_O9,M3,472.22
J17_O9,M4,493.8
J17_O9,M5,494.58
J17_O9,M6,465.22
J17_O9,M7,450.66
J17_O9,M8,490.59
J17_O9,M9,450.27
J17_O9,M10,486.28
J17_O9,M11,495.47
J17_O9,M12,496.05
J17_O9,M13,500.28
J17_O9,M14,509.83
J17_O9,M15,480.0
J17_O9,M16,498.42
J17_O9,M17,489.53
J17_O9,M18,454.93
J17_O9,M19,442.06
J17_O9,M20,462.76
J17_O9,M21,475.44
J17_O9,M22,489.37
J17_O9,M23,508.0
J17_O9,M24,455.7
J17_O9,M25,450.04
J17_O9,M26,517.08
J17_O9,M27,448.64
J17_O9,M28,478.28
J17_O9,M29,486.85
J17_O9,M30,483.31
J17_O10,M50,329.3
J17_O10,M51,327.85
J17_O10,M52,330.27
J17_O10,M53,354.28
J17_O10,M54,352.22
J17_O10,M55,336.69
J17_O10,M56,356.89
J17_O10,M57,366.0
J17_O11,M1,443.33
J17_O11,M2,479.85
J17_O11,M3,495.14
J17_O11,M4,460.18
J17_O11,M5,464.62
J17_O11,M6,489.09
J17_O11,M7,511.83
J17_O11,M8,504.79
J17_O11,M9,486.65
J17_O11,M10,498.42
J17_O11,M11,469.19
J17_O11,M12,491.28
J17_O11,M13,477.29
J17_O11,M14,455.19
J17_O11,M15,496.14
J17_O11,M16,484.52
J17_O11,M17,468.69
J17_O11,M18,512.91
J17_O11,M19,441.67
J17_O11,M20,465.26
J17_O11,M21,444.55
J17_O11,M22,501.32
J17_O11,M23,496.17
J17_O11,M24,466.51
J17_O11,M25,494.05
J17_O11,M26,471.67
J17_O11,M27,500.5
J17_O11,M28,476.33
J17_O11,M29,472.98
J17_O11,M30,514.78
J17_O12,M31,175.02
J17_O12,M32,172.41
J17_O12,M33,181.69
J17_O12,M34,189.39
J17_O13,M1,470.23
J17_O13,M2,444.96
J17_O13,M3,467.14
J17_O13,M4,480.47
J17_O13,M5,452.95
J17_O13,M6,492.65
J17_O13,M7,519.82
J17_O13,M8,476.14
J17_O13,M9,468.38
J17_O13,M10,472.06
J17_O13,M11,449.21
J17_O13,M12,510.66
J17_O13,M13,473.19
J17_O13,M14,470.98
J17_O13,M15,492.78
J17_O13,M16,475.36
J17_O13,M17,491.86
J17_O13,M18,444.92
J17_O13,M19,505.1
J17_O13,M20,515.24
J17_O13,M21,491.9
J17_O13,M22,516.37
J17_O13,M23,452.11
J17_O13,M24,478.19
J17_O13,M25,488.14
J17_O13,M26,486.54
J17_O13,M27,472.12
J17_O13,M28,467.05
J17_O13,M29,450.15
J17_O13,M30,471.34
J17_O14,M31,173.25
J17_O14,M32,184.69
J17_O14,M33,174.18
J17_O14,M34,171.17
J18_O1,M35,451.05
J18_O1,M36,451.9
J18_O1,M37,457.44
J18_O1,M38,451.54
J18_O1,M39,446.91
J18_O1,M40,456.06
J18_O1,M41,450.81
J18_O1,M42,441.59
J18_O1,M43,451.32
J18_O1,M44,458.16
J18_O1,M45,447.93
J18_O1,M46,445.93
J18_O1,M47,442.87
J18_O1,M48,443.03
J18_O1,M49,448.66
J18_O2,M1,487.65
J18_O2,M2,446.45
J18_O2,M3,515.17
J18_O2,M4,500.41
J18_O2,M5,486.93
J18_O2,M6,506.28
J18_O2,M7,446.41
J18_O2,M8,478.15
J18_O2,M9,490.41
J18_O2,M10,506.29
J18_O2,M11,502.68
J18_O2,M12,462.17
J18_O2,M13,515.27
J18_O2,M14,449.95
J18_O2,M15,510.01
J18_O2,M16,517.68
J18_O2,M17,454.17
J18_O2,M18,497.77
J18_O2,M19,443.22
J18_O2,M20,472.43
J18_O2,M21,481.3
J18_O2,M22,486.45
J18_O2,M23,514.87
J18_O2,M24,493.78
J18_O2,M25,478.5
J18_O2,M26,504.77
J18_O2,M27,516.04
J18_O2,M28,441.77
J18_O2,M29,518.6
J18_O2,M30,446.89
J18_O3,M35,456.29
J18_O3,M36,445.61
J18_O3,M37,442.64
J18_O3,M38,448.8
J18_O3,M39,452.88
J18_O3,M40,447.62
J18_O3,M41,441.09
J18_O3,M42,451.99
J18_O3,M43,458.05
J18_O3,M44,447.66
J18_O3,M45,444.33
J18_O3,M46,448.85
J18_O3,M47,440.97
J18_O3,M48,456.41
J18_O3,M49,456.53
J18_O4,M1,487.04
J18_O4,M2,468.25
J18_O4,M3,503.98
J18_O4,M4,484.37
J18_O4,M5,506.07
J18_O4,M6,490.52
J18_O4,M7,502.75
J18_O4,M8,487.89
J18_O4,M9,473.13
J18_O4,M10,516.64
J18_O4,M11,483.29
J18_O4,M12,488.41
J18_O4,M13,457.64
J18_O4,M14,490.05
J18_O4,M15,485.73
J18_O4,M16,454.79
J18_O4,M17,444.77
J18_O4,M18,488.35
J18_O4,M19,501.1
J18_O4,M20,481.87
J18_O4,M21,458.14
J18_O4,M22,493.32
J18_O4,M23,446.41
J18_O4,M24,475.35
J18_O4,M25,453.07
J18_O4,M26,454.76
J18_O4,M27,456.18
J18_O4,M28,470.94
J18_O4,M29,444.09
J18_O4,M30,471.82
J18_O5,M50,350.59
J18_O5,M51,349.16
J18_O5,M52,344.14
J18_O5,M53,366.96
J18_O5,M54,332.27
J18_O5,M55,350.28
J18_O5,M56,328.1
J18_O5,M57,328.56
J18_O6,M1,485.91
J18_O6,M2,485.28
J18_O6,M3,510.24
J18_O6,M4,484.63
J18_O6,M5,516.78
J18_O6,M6,443.9
J18_O6,M7,447.84
J18_O6,M8,443.53
J18_O6,M9,454.82
J18_O6,M10,483.3
J18_O6,M11,491.65
J18_O6,M12,443.65
J18_O6,M13,515.68
J18_O6,M14,507.37
J18_O6,M15,463.73
J18_O6,M16,446.18
J18_O6,M17,453.59
J18_O6,M18,450.16
J18_O6,M19,449.86
J18_O6,M20,481.48
J18_O6,M21,459.67
J18_O6,M22,468.65
J18_O6,M23,519.16
J18_O6,M24,494.75
J18_O6,M25,515.92
J18_O6,M26,451.4
J18_O6,M27,470.57
J18_O6,M28,484.38
J18_O6,M29,446.14
J18_O6,M30,440.33
J18_O7,M58,151.7
J18_O7,M59,151.42
J18_O7,M60,149.11
J18_O8,M35,449.79
J18_O8,M36,448.31
J18_O8,M37,440.48
J18_O8,M38,446.71
J18_O8,M39,443.54
J18_O8,M40,441.97
J18_O8,M41,459.13
J18_O8,M42,451.99
J18_O8,M43,454.57
J18_O8,M44,446.31
J18_O8,M45,447.86
J18_O8,M46,444.74
J18_O8,M47,441.94
J18_O8,M48,443.58
J18_O8,M49,455.95
J18_O9,M1,494.2
J18_O9,M2,483.75
J18_O9,M3,478.01
J18_O9,M4,513.79
J18_O9,M5,445.82
J18_O9,M6,462.45
J18_O9,M7,468.0
J18_O9,M8,502.59
J18_O9,M9,519.4
J18_O9,M10,459.25
J18_O9,M11,509.94
J18_O9,M12,506.45
J18_O9,M13,457.97
J18_O9,M14,471.95
J18_O9,M15,472.77
J18_O9,M16,518.26
J18_O9,M17,454.47
J18_O9,M18,503.93
J18_O9,M19,466.74
J18_O9,M20,498.47
J18_O9,M21,473.6
J18_O9,M22,486.27
J18_O9,M23,506.61
J18_O9,M24,504.33
J18_O9,M25,509.31
J18_O9,M26,444.77
J18_O9,M27,495.36
J18_O9,M28,451.2
J18_O9,M29,473.27
J18_O9,M30,483.89
J18_O10,M50,345.14
J18_O10,M51,350.98
J18_O10,M52,374.83
J18_O10,M53,331.76
J18_O10,M54,358.77
J18_O10,M55,344.8
J18_O10,M56,331.65
J18_O10,M57,332.94
J18_O11,M1,515.94
J18_O11,M2,510.37
J18_O11,M3,512.56
J18_O11,M4,519.32
J18_O11,M5,456.67
J18_O11,M6,468.44
J18_O11,M7,493.54
J18_O11,M8,478.7
J18_O11,M9,473.47
J18_O11,M10,468.62
J18_O11,M11,487.5
J18_O11,M12,486.05
J18_O11,M13,452.92
J18_O11,M14,477.74
J18_O11,M15,484.28
J18_O11,M16,485.62
J18_O11,M17,456.81
J18_O11,M18,499.38
J18_O11,M19,442.02
J18_O11,M20,468.39
J18_O11,M21,502.42
J18_O11,M22,485.11
J18_O11,M23,460.89
J18_O11,M24,495.6
J18_O11,M25,485.39
J18_O11,M26,503.7
J18_O11,M27,498.8
J18_O11,M28,488.81
J18_O11,M29,479.05
J18_O11,M30,450.65
J18_O12,M31,175.23
J18_O12,M32,178.38
J18_O12,M33,181.99
J18_O12,M34,180.27
J18_O13,M1,463.05
J18_O13,M2,440.52
J18_O13,M3,479.7
J18_O13,M4,462.85
J18_O13,M5,498.77
J18_O13,M6,441.92
J18_O13,M7,486.79
J18_O13,M8,515.32
J18_O13,M9,453.95
J18_O13,M10,477.73
J18_O13,M11,447.31
J18_O13,M12,490.05
J18_O13,M13,484.04
J18_O13,M14,472.59
J18_O13,M15,481.71
J18_O13,M16,511.73
J18_O13,M17,455.7
J18_O13,M18,441.81
J18_O13,M19,508.93
J18_O13,M20,486.17
J18_O13,M21,511.25
J18_O13,M22,487.76
J18_O13,M23,504.81
J18_O13,M24,474.37
J18_O13,M25,499.99
J18_O13,M26,513.04
J18_O13,M27,485.77
J18_O13,M28,454.46
J18_O13,M29,461.5
J18_O13,M30,455.89
J18_O14,M31,174.94
J18_O14,M32,176.13
J18_O14,M33,181.1
J18_O14,M34,181.76
J19_O1,M35,448.53
J19_O1,M36,452.31
J19_O1,M37,441.63
J19_O1,M38,441.76
J19_O1,M39,443.44
J19_O1,M40,450.36
J19_O1,M41,444.28
J19_O1,M42,445.67
J19_O1,M43,448.01
J19_O1,M44,456.24
J19_O1,M45,440.28
J19_O1,M46,452.99
J19_O1,M47,453.38
J19_O1,M48,455.97
J19_O1,M49,458.66
J19_O2,M1,441.61
J19_O2,M2,452.3
J19_O2,M3,510.89
J19_O2,M4,476.68
J19_O2,M5,485.17
J19_O2,M6,493.04
J19_O2,M7,494.33
J19_O2,M8,514.54
J19_O2,M9,519.76
J19_O2,M10,497.61
J19_O2,M11,462.98
J19_O2,M12,510.38
J19_O2,M13,443.94
J19_O2,M14,458.49
J19_O2,M15,511.79
J19_O2,M16,460.5
J19_O2,M17,457.65
J19_O2,M18,451.05
J19_O2,M19,508.73
J19_O2,M20,480.0
J19_O2,M21,493.99
J19_O2,M22,459.13
J19_O2,M23,500.64
J19_O2,M24,500.8
J19_O2,M25,465.01
J19_O2,M26,472.85
J19_O2,M27,456.78
J19_O2,M28,518.12
J19_O2,M29,491.65
J19_O2,M30,514.76
J19_O3,M35,446.07
J19_O3,M36,455.64
J19_O3,M37,455.32
J19_O3,M38,453.83
J19_O3,M39,459.31
J19_O3,M40,447.87
J19_O3,M41,442.61
J19_O3,M42,453.43
J19_O3,M43,454.59
J19_O3,M44,451.5
J19_O3,M45,444.14
J19_O3,M46,450.09
J19_O3,M47,446.24
J19_O3,M48,448.55
J19_O3,M49,452.9
J19_O4,M1,499.62
J19_O4,M2,458.58
J19_O4,M3,472.43
J19_O4,M4,461.53
J19_O4,M5,455.89
J19_O4,M6,502.67
J19_O4,M7,512.74
J19_O4,M8,469.62
J19_O4,M9,500.1
J19_O4,M10,511.76
J19_O4,M11,507.69
J19_O4,M12,454.63
J19_O4,M13,516.5
J19_O4,M14,470.13
J19_O4,M15,467.14
J19_O4,M16,444.99
J19_O4,M17,478.89
J19_O4,M18,448.72
J19_O4,M19,459.88
J19_O4,M20,465.36
J19_O4,M21,504.71
J19_O4,M22,510.04
J19_O4,M23,464.2
J19_O4,M24,508.7
J19_O4,M25,508.58
J19_O4,M26,501.17
J19_O4,M27,451.74
J19_O4,M28,495.23
J19_O4,M29,515.6
J19_O4,M30,494.6
J19_O5,M50,341.58
J19_O5,M51,350.03
J19_O5,M52,357.29
J19_O5,M53,350.53
J19_O5,M54,331.0
J19_O5,M55,340.6
J19_O5,M56,365.12
J19_O5,M57,368.07
J19_O6,M1,450.98
J19_O6,M2,516.19
J19_O6,M3,466.31
J19_O6,M4,492.99
J19_O6,M5,500.15
J19_O6,M6,504.96
J19_O6,M7,515.66
J19_O6,M8,465.03
J19_O6,M9,508.68
J19_O6,M10,450.53
J19_O6,M11,496.4
J19_O6,M12,499.36
J19_O6,M13,494.22
J19_O6,M14,460.19
J19_O6,M15,509.84
J19_O6,M16,453.51
J19_O6,M17,444.29
J19_O6,M18,497.4
J19_O6,M19,478.04
J19_O6,M20,507.93
J19_O6,M21,470.67
J19_O6,M22,453.46
J19_O6,M23,506.92
J19_O6,M24,483.91
J19_O6,M25,455.14
J19_O6,M26,497.63
J19_O6,M27,480.89
J19_O6,M28,488.35
J19_O6,M29,476.87
J19_O6,M30,506.3
J19_O7,M58,153.3
J19_O7,M59,152.09
J19_O7,M60,146.05
J19_O8,M35,456.78
J19_O8,M36,453.42
J19_O8,M37,453.94
J19_O8,M38,447.26
J19_O8,M39,457.59
J19_O8,M40,454.51
J19_O8,M41,442.25
J19_O8,M42,448.16
J19_O8,M43,457.73
J19_O8,M44,440.94
J19_O8,M45,459.23
J19_O8,M46,453.58
J19_O8,M47,452.63
J19_O8,M48,445.41
J19_O8,M49,444.98
J19_O9,M1,515.36
J19_O9,M2,463.86
J19_O9,M3,502.04
J19_O9,M4,471.45
J19_O9,M5,451.14
J19_O9,M6,440.86
J19_O9,M7,483.54
J19_O9,M8,518.06
J19_O9,M9,469.53
J19_O9,M10,468.58
J19_O9,M11,467.53
J19_O9,M12,481.64
J19_O9,M13,475.25
J19_O9,M14,510.39
J19_O9,M15,480.44
J19_O9,M16,480.62
J19_O9,M17,451.07
J19_O9,M18,518.62
J19_O9,M19,460.0
J19_O9,M20,445.87
J19_O9,M21,493.05
J19_O9,M22,487.63
J19_O9,M23,473.21
J19_O9,M24,473.78
J19_O9,M25,502.81
J19_O9,M26,455.66
J19_O9,M27,505.62
J19_O9,M28,491.9
J19_O9,M29,473.52
J19_O9,M30,476.64
J19_O10,M50,337.83
J19_O10,M51,362.61
J19_O10,M52,350.64
J19_O10,M53,341.04
J19_O10,M54,354.8
J19_O10,M55,374.79
J19_O10,M56,346.76
J19_O10,M57,371.03
J19_O11,M1,467.6
J19_O11,M2,444.38
J19_O11,M3,456.34
J19_O11,M4,473.5
J19_O11,M5,457.57
J19_O11,M6,440.02
J19_O11,M7,513.2
J19_O11,M8,507.51
J19_O11,M9,499.38
J19_O11,M10,453.43
J19_O11,M11,449.63
J19_O11,M12,445.41
J19_O11,M13,497.92
J19_O11,M14,514.3
J19_O11,M15,474.44
J19_O11,M16,449.53
J19_O11,M17,480.99
J19_O11,M18,467.91
J19_O11,M19,469.99
J19_O11,M20,489.71
J19_O11,M21,497.5
J19_O11,M22,448.85
J19_O11,M23,442.85
J19_O11,M24,519.55
J19_O11,M25,458.62
J19_O11,M26,444.31
J19_O11,M27,455.19
J19_O11,M28,443.12
J19_O11,M29,471.34
J19_O11,M30,504.19
J19_O12,M31,176.82
J19_O12,M32,178.88
J19_O12,M33,183.51
J19_O12,M34,180.18
J19_O13,M1,508.92
J19_O13,M2,509.28
J19_O13,M3,440.79
J19_O13,M4,502.24
J19_O13,M5,476.86
J19_O13,M6,519.11
J19_O13,M7,478.66
J19_O13,M8,518.95
J19_O13,M9,500.37
J19_O13,M10,459.89
J19_O13,M11,483.07
J19_O13,M12,519.37
J19_O13,M13,508.6
J19_O13,M14,447.79
J19_O13,M15,496.51
J19_O13,M16,467.65
J19_O13,M17,440.56
J19_O13,M18,472.28
J19_O13,M19,458.78
J19_O13,M20,505.51
J19_O13,M21,466.99
J19_O13,M22,506.2
J19_O13,M23,440.05
J19_O13,M24,464.63
J19_O13,M25,459.29
J19_O13,M26,458.69
J19_O13,M27,445.45
J19_O13,M28,454.97
J19_O13,M29,484.44
J19_O13,M30,463.31
J19_O14,M31,178.35
J19_O14,M32,177.54
J19_O14,M33,187.52
J19_O14,M34,188.11
J20_O1,M35,449.86
J20_O1,M36,446.6
J20_O1,M37,442.14
J20_O1,M38,459.07
J20_O1,M39,441.2
J20_O1,M40,445.95
J20_O1,M41,445.96
J20_O1,M42,446.41
J20_O1,M43,443.29
J20_O1,M44,455.66
J20_O1,M45,442.45
J20_O1,M46,452.7
J20_O1,M47,442.48
J20_O1,M48,441.41
J20_O1,M49,458.19
J20_O2,M1,455.21
J20_O2,M2,505.7
J20_O2,M3,483.57
J20_O2,M4,446.23
J20_O2,M5,516.44
J20_O2,M6,459.76
J20_O2,M7,508.77
J20_O2,M8,453.5
J20_O2,M9,508.32
J20_O2,M10,441.06
J20_O2,M11,480.94
J20_O2,M12,501.56
J20_O2,M13,514.78
J20_O2,M14,512.74
J20_O2,M15,505.57
J20_O2,M16,511.06
J20_O2,M17,455.94
J20_O2,M18,462.73
J20_O2,M19,463.12
J20_O2,M20,470.16
J20_O2,M21,471.47
J20_O2,M22,483.56
J20_O2,M23,452.79
J20_O2,M24,495.3
J20_O2,M25,453.41
J20_O2,M26,464.82
J20_O2,M27,480.27
J20_O2,M28,503.72
J20_O2,M29,499.16
J20_O2,M30,491.64
J20_O3,M35,443.12
J20_O3,M36,450.94
J20_O3,M37,441.75
J20_O3,M38,447.55
J20_O3,M39,448.27
J20_O3,M40,440.8
J20_O3,M41,445.48
J20_O3,M42,459.11
J20_O3,M43,459.07
J20_O3,M44,447.05
J20_O3,M45,440.86
J20_O3,M46,443.58
J20_O3,M47,447.84
J20_O3,M48,458.96
J20_O3,M49,442.82
J20_O4,M1,501.08
J20_O4,M2,448.69
J20_O4,M3,518.5
J20_O4,M4,470.53
J20_O4,M5,502.02
J20_O4,M6,467.41
J20_O4,M7,490.21
J20_O4,M8,455.36
J20_O4,M9,451.68
J20_O4,M10,515.05
J20_O4,M11,513.41
J20_O4,M12,511.0
J20_O4,M13,490.03
J20_O4,M14,504.66
J20_O4,M15,445.52
J20_O4,M16,466.78
J20_O4,M17,465.1
J20_O4,M18,490.85
J20_O4,M19,468.48
J20_O4,M20,451.88
J20_O4,M21,487.72
J20_O4,M22,505.15
J20_O4,M23,470.57
J20_O4,M24,450.58
J20_O4,M25,455.74
J20_O4,M26,459.0
J20_O4,M27,463.99
J20_O4,M28,491.42
J20_O4,M29,488.08
J20_O4,M30,495.69
J20_O5,M50,343.13
J20_O5,M51,366.2
J20_O5,M52,335.2
J20_O5,M53,348.45
J20_O5,M54,365.05
J20_O5,M55,334.01
J20_O5,M56,330.49
J20_O5,M57,369.18
J20_O6,M1,467.43
J20_O6,M2,494.71
J20_O6,M3,442.03
J20_O6,M4,495.2
J20_O6,M5,465.29
J20_O6,M6,444.46
J20_O6,M7,488.79
J20_O6,M8,459.26
J20_O6,M9,470.94
J20_O6,M10,446.45
J20_O6,M11,451.77
J20_O6,M12,463.84
J20_O6,M13,447.18
J20_O6,M14,512.87
J20_O6,M15,440.48
J20_O6,M16,478.71
J20_O6,M17,449.86
J20_O6,M18,464.61
J20_O6,M19,514.08
J20_O6,M20,452.94
J20_O6,M21,517.27
J20_O6,M22,456.46
J20_O6,M23,499.33
J20_O6,M24,483.73
J20_O6,M25,510.76
J20_O6,M26,484.32
J20_O6,M27,482.76
J20_O6,M28,455.64
J20_O6,M29,453.3
J20_O6,M30,513.32
J20_O7,M58,148.28
J20_O7,M59,148.72
J20_O7,M60,152.6
J20_O8,M35,446.78
J20_O8,M36,459.04
J20_O8,M37,454.76
J20_O8,M38,451.95
J20_O8,M39,457.62
J20_O8,M40,440.99
J20_O8,M41,445.14
J20_O8,M42,449.3
J20_O8,M43,444.54
J20_O8,M44,454.88
J20_O8,M45,458.38
J20_O8,M46,448.48
J20_O8,M47,446.84
J20_O8,M48,459.23
J20_O8,M49,448.9
J20_O9,M1,479.12
J20_O9,M2,468.13
J20_O9,M3,512.76
J20_O9,M4,485.52
J20_O9,M5,500.97
J20_O9,M6,504.94
J20_O9,M7,467.35
J20_O9,M8,474.7
J20_O9,M9,507.88
J20_O9,M10,469.06
J20_O9,M11,503.51
J20_O9,M12,515.28
J20_O9,M13,489.86
J20_O9,M14,499.33
J20_O9,M15,504.41
J20_O9,M16,507.6
J20_O9,M17,471.6
J20_O9,M18,444.1
J20_O9,M19,472.15
J20_O9,M20,493.9
J20_O9,M21,476.03
J20_O9,M22,499.92
J20_O9,M23,468.56
J20_O9,M24,490.78
J20_O9,M25,454.91
J20_O9,M26,499.95
J20_O9,M27,483.66
J20_O9,M28,456.33
J20_O9,M29,463.35
J20_O9,M30,499.89
J20_O10,M50,349.13
